"county","grade_level","sex","total_overweight","total_obese","total_overweight_or_obese","total_healthy","num_asian","num_black","num_hisp","num_am_ind","num_white","num_female","num_male","num_lep","num_multi","num_swd","num_ecdis"
"ULSTER","ELEMENTARY","MALE",222,222,505,819,61,90,264,2,1532,1001,1034,48,86,313,557
"ULSTER","ELEMENTARY","MALE",222,222,505,819,32,179,698,2,1847,1349,1482,64,73,387,991
"ULSTER","MIDDLE/HIGH","FEMALE",170,170,362,496,169,795,1611,6,3422,3282,3314,506,593,1326,3635
"ULSTER","MIDDLE/HIGH","FEMALE",170,170,362,496,69,107,249,3,1163,827,840,14,76,226,665
"ULSTER","MIDDLE/HIGH","FEMALE",170,170,362,496,61,90,264,2,1532,1001,1034,48,86,313,557
"ULSTER","MIDDLE/HIGH","FEMALE",170,170,362,496,32,179,698,2,1847,1349,1482,64,73,387,991
"ULSTER","MIDDLE/HIGH","MALE",161,161,381,506,169,795,1611,6,3422,3282,3314,506,593,1326,3635
"ULSTER","MIDDLE/HIGH","MALE",161,161,381,506,69,107,249,3,1163,827,840,14,76,226,665
"ULSTER","MIDDLE/HIGH","MALE",161,161,381,506,61,90,264,2,1532,1001,1034,48,86,313,557
"ULSTER","MIDDLE/HIGH","MALE",161,161,381,506,32,179,698,2,1847,1349,1482,64,73,387,991
"WARREN","ELEMENTARY","FEMALE",95,95,178,349,25,37,107,2,1777,1003,1070,3,125,368,959
"WARREN","ELEMENTARY","FEMALE",95,95,178,349,44,33,82,1,2916,1516,1620,14,60,490,1152
"WARREN","ELEMENTARY","MALE",82,82,180,346,25,37,107,2,1777,1003,1070,3,125,368,959
"WARREN","ELEMENTARY","MALE",82,82,180,346,44,33,82,1,2916,1516,1620,14,60,490,1152
"WARREN","MIDDLE/HIGH","FEMALE",70,70,124,246,25,37,107,2,1777,1003,1070,3,125,368,959
"WARREN","MIDDLE/HIGH","FEMALE",70,70,124,246,44,33,82,1,2916,1516,1620,14,60,490,1152
"WARREN","MIDDLE/HIGH","MALE",56,56,123,234,25,37,107,2,1777,1003,1070,3,125,368,959
"WARREN","MIDDLE/HIGH","MALE",56,56,123,234,44,33,82,1,2916,1516,1620,14,60,490,1152
"WASHINGTON","ELEMENTARY","FEMALE",73,73,142,218,4,14,10,2,1014,502,570,0,28,187,483
"WASHINGTON","ELEMENTARY","FEMALE",73,73,142,218,14,24,76,4,2146,1181,1202,6,119,488,999
"WASHINGTON","ELEMENTARY","MALE",66,66,158,214,4,14,10,2,1014,502,570,0,28,187,483
"WASHINGTON","ELEMENTARY","MALE",66,66,158,214,14,24,76,4,2146,1181,1202,6,119,488,999
"WASHINGTON","MIDDLE/HIGH","FEMALE",35,35,83,114,4,14,10,2,1014,502,570,0,28,187,483
"WASHINGTON","MIDDLE/HIGH","FEMALE",35,35,83,114,14,24,76,4,2146,1181,1202,6,119,488,999
"WASHINGTON","MIDDLE/HIGH","MALE",42,42,108,97,4,14,10,2,1014,502,570,0,28,187,483
"WASHINGTON","MIDDLE/HIGH","MALE",42,42,108,97,14,24,76,4,2146,1181,1202,6,119,488,999
"WAYNE","ELEMENTARY","FEMALE",37,37,61,150,6,16,65,4,1726,899,969,11,51,231,819
"WAYNE","ELEMENTARY","FEMALE",37,37,61,150,6,8,17,2,784,378,446,5,7,150,423
"WAYNE","ELEMENTARY","MALE",29,29,62,147,6,16,65,4,1726,899,969,11,51,231,819
"WAYNE","ELEMENTARY","MALE",29,29,62,147,6,8,17,2,784,378,446,5,7,150,423
"WAYNE","MIDDLE/HIGH","FEMALE",10,10,27,22,6,8,17,2,784,378,446,5,7,150,423
"WAYNE","MIDDLE/HIGH","MALE",18,18,43,62,6,16,65,4,1726,899,969,11,51,231,819
"WAYNE","MIDDLE/HIGH","MALE",18,18,43,62,6,8,17,2,784,378,446,5,7,150,423
"WESTCHESTER","ELEMENTARY","FEMALE",660,660,1179,3017,107,30,268,1,1130,764,820,28,48,217,190
"WESTCHESTER","ELEMENTARY","FEMALE",660,660,1179,3017,73,131,687,2,1266,1122,1146,67,109,335,688
"WESTCHESTER","ELEMENTARY","FEMALE",660,660,1179,3017,196,94,167,2,1215,841,940,23,107,186,160
"WESTCHESTER","ELEMENTARY","FEMALE",660,660,1179,3017,484,90,299,1,1336,1068,1258,44,116,273,219
"WESTCHESTER","ELEMENTARY","FEMALE",660,660,1179,3017,109,622,745,2,212,838,880,90,28,281,962
"WESTCHESTER","ELEMENTARY","FEMALE",660,660,1179,3017,445,78,661,2,2348,1821,1801,315,88,465,698
"WESTCHESTER","ELEMENTARY","FEMALE",660,660,1179,3017,86,8,271,1,1508,907,996,48,29,309,195
"WESTCHESTER","ELEMENTARY","FEMALE",660,660,1179,3017,91,103,379,3,749,681,706,55,62,168,235
"WESTCHESTER","ELEMENTARY","FEMALE",660,660,1179,3017,89,38,219,1,1283,818,877,41,65,315,223
"WESTCHESTER","ELEMENTARY","FEMALE",660,660,1179,3017,138,5307,1964,14,364,3866,4015,577,94,1264,5474
"WESTCHESTER","ELEMENTARY","FEMALE",660,660,1179,3017,506,2144,5266,13,2697,5136,5630,1279,140,1529,5870
"WESTCHESTER","ELEMENTARY","FEMALE",660,660,1179,3017,31,16,186,1,775,523,523,28,37,161,195
"WESTCHESTER","ELEMENTARY","FEMALE",660,660,1179,3017,167,150,478,1,1902,1398,1515,22,215,291,314
"WESTCHESTER","ELEMENTARY","FEMALE",660,660,1179,3017,130,44,323,1,983,763,809,80,91,151,219
"WESTCHESTER","ELEMENTARY","FEMALE",660,660,1179,3017,1024,52,334,3,3022,2297,2448,86,310,455,0
"WESTCHESTER","ELEMENTARY","FEMALE",660,660,1179,3017,101,32,293,1,2384,1400,1466,35,55,481,305
"WESTCHESTER","ELEMENTARY","MALE",617,617,1207,3309,107,30,268,1,1130,764,820,28,48,217,190
"WESTCHESTER","ELEMENTARY","MALE",617,617,1207,3309,73,131,687,2,1266,1122,1146,67,109,335,688
"WESTCHESTER","ELEMENTARY","MALE",617,617,1207,3309,196,94,167,2,1215,841,940,23,107,186,160
"WESTCHESTER","ELEMENTARY","MALE",617,617,1207,3309,484,90,299,1,1336,1068,1258,44,116,273,219
"WESTCHESTER","ELEMENTARY","MALE",617,617,1207,3309,109,622,745,2,212,838,880,90,28,281,962
"WESTCHESTER","ELEMENTARY","MALE",617,617,1207,3309,445,78,661,2,2348,1821,1801,315,88,465,698
"WESTCHESTER","ELEMENTARY","MALE",617,617,1207,3309,86,8,271,1,1508,907,996,48,29,309,195
"WESTCHESTER","ELEMENTARY","MALE",617,617,1207,3309,91,103,379,3,749,681,706,55,62,168,235
"WESTCHESTER","ELEMENTARY","MALE",617,617,1207,3309,89,38,219,1,1283,818,877,41,65,315,223
"WESTCHESTER","ELEMENTARY","MALE",617,617,1207,3309,138,5307,1964,14,364,3866,4015,577,94,1264,5474
"WESTCHESTER","ELEMENTARY","MALE",617,617,1207,3309,506,2144,5266,13,2697,5136,5630,1279,140,1529,5870
"WESTCHESTER","ELEMENTARY","MALE",617,617,1207,3309,31,16,186,1,775,523,523,28,37,161,195
"WESTCHESTER","ELEMENTARY","MALE",617,617,1207,3309,167,150,478,1,1902,1398,1515,22,215,291,314
"WESTCHESTER","ELEMENTARY","MALE",617,617,1207,3309,130,44,323,1,983,763,809,80,91,151,219
"WESTCHESTER","ELEMENTARY","MALE",617,617,1207,3309,1024,52,334,3,3022,2297,2448,86,310,455,0
"WESTCHESTER","ELEMENTARY","MALE",617,617,1207,3309,101,32,293,1,2384,1400,1466,35,55,481,305
"WESTCHESTER","MIDDLE/HIGH","FEMALE",425,425,777,2027,107,30,268,1,1130,764,820,28,48,217,190
"WESTCHESTER","MIDDLE/HIGH","FEMALE",425,425,777,2027,73,131,687,2,1266,1122,1146,67,109,335,688
"WESTCHESTER","MIDDLE/HIGH","FEMALE",425,425,777,2027,196,94,167,2,1215,841,940,23,107,186,160
"WESTCHESTER","MIDDLE/HIGH","FEMALE",425,425,777,2027,484,90,299,1,1336,1068,1258,44,116,273,219
"WESTCHESTER","MIDDLE/HIGH","FEMALE",425,425,777,2027,109,622,745,2,212,838,880,90,28,281,962
"WESTCHESTER","MIDDLE/HIGH","FEMALE",425,425,777,2027,445,78,661,2,2348,1821,1801,315,88,465,698
"WESTCHESTER","MIDDLE/HIGH","FEMALE",425,425,777,2027,86,8,271,1,1508,907,996,48,29,309,195
"WESTCHESTER","MIDDLE/HIGH","FEMALE",425,425,777,2027,91,103,379,3,749,681,706,55,62,168,235
"WESTCHESTER","MIDDLE/HIGH","FEMALE",425,425,777,2027,89,38,219,1,1283,818,877,41,65,315,223
"WESTCHESTER","MIDDLE/HIGH","FEMALE",425,425,777,2027,138,5307,1964,14,364,3866,4015,577,94,1264,5474
"WESTCHESTER","MIDDLE/HIGH","FEMALE",425,425,777,2027,506,2144,5266,13,2697,5136,5630,1279,140,1529,5870
"WESTCHESTER","MIDDLE/HIGH","FEMALE",425,425,777,2027,31,16,186,1,775,523,523,28,37,161,195
"WESTCHESTER","MIDDLE/HIGH","FEMALE",425,425,777,2027,167,150,478,1,1902,1398,1515,22,215,291,314
"WESTCHESTER","MIDDLE/HIGH","FEMALE",425,425,777,2027,130,44,323,1,983,763,809,80,91,151,219
"WESTCHESTER","MIDDLE/HIGH","FEMALE",425,425,777,2027,1024,52,334,3,3022,2297,2448,86,310,455,0
"WESTCHESTER","MIDDLE/HIGH","FEMALE",425,425,777,2027,101,32,293,1,2384,1400,1466,35,55,481,305
"WESTCHESTER","MIDDLE/HIGH","MALE",441,441,951,2080,107,30,268,1,1130,764,820,28,48,217,190
"WESTCHESTER","MIDDLE/HIGH","MALE",441,441,951,2080,73,131,687,2,1266,1122,1146,67,109,335,688
"WESTCHESTER","MIDDLE/HIGH","MALE",441,441,951,2080,196,94,167,2,1215,841,940,23,107,186,160
"WESTCHESTER","MIDDLE/HIGH","MALE",441,441,951,2080,484,90,299,1,1336,1068,1258,44,116,273,219
"WESTCHESTER","MIDDLE/HIGH","MALE",441,441,951,2080,109,622,745,2,212,838,880,90,28,281,962
"WESTCHESTER","MIDDLE/HIGH","MALE",441,441,951,2080,445,78,661,2,2348,1821,1801,315,88,465,698
"WESTCHESTER","MIDDLE/HIGH","MALE",441,441,951,2080,86,8,271,1,1508,907,996,48,29,309,195
"WESTCHESTER","MIDDLE/HIGH","MALE",441,441,951,2080,91,103,379,3,749,681,706,55,62,168,235
"WESTCHESTER","MIDDLE/HIGH","MALE",441,441,951,2080,89,38,219,1,1283,818,877,41,65,315,223
"WESTCHESTER","MIDDLE/HIGH","MALE",441,441,951,2080,138,5307,1964,14,364,3866,4015,577,94,1264,5474
"WESTCHESTER","MIDDLE/HIGH","MALE",441,441,951,2080,506,2144,5266,13,2697,5136,5630,1279,140,1529,5870
"WESTCHESTER","MIDDLE/HIGH","MALE",441,441,951,2080,31,16,186,1,775,523,523,28,37,161,195
"WESTCHESTER","MIDDLE/HIGH","MALE",441,441,951,2080,167,150,478,1,1902,1398,1515,22,215,291,314
"WESTCHESTER","MIDDLE/HIGH","MALE",441,441,951,2080,130,44,323,1,983,763,809,80,91,151,219
"WESTCHESTER","MIDDLE/HIGH","MALE",441,441,951,2080,1024,52,334,3,3022,2297,2448,86,310,455,0
"WESTCHESTER","MIDDLE/HIGH","MALE",441,441,951,2080,101,32,293,1,2384,1400,1466,35,55,481,305
"WYOMING","ELEMENTARY","FEMALE",31,31,55,102,5,6,20,3,899,455,481,3,3,112,422
"WYOMING","ELEMENTARY","FEMALE",31,31,55,102,9,7,30,1,799,457,415,8,26,87,415
"WYOMING","ELEMENTARY","MALE",30,30,56,133,5,6,20,3,899,455,481,3,3,112,422
"WYOMING","ELEMENTARY","MALE",30,30,56,133,9,7,30,1,799,457,415,8,26,87,415
"WYOMING","MIDDLE/HIGH","FEMALE",18,18,44,73,5,6,20,3,899,455,481,3,3,112,422
"WYOMING","MIDDLE/HIGH","FEMALE",18,18,44,73,9,7,30,1,799,457,415,8,26,87,415
"WYOMING","MIDDLE/HIGH","MALE",22,22,48,54,5,6,20,3,899,455,481,3,3,112,422
"WYOMING","MIDDLE/HIGH","MALE",22,22,48,54,9,7,30,1,799,457,415,8,26,87,415
"YATES","ELEMENTARY","FEMALE",12,12,29,38,1,3,27,1,621,317,359,0,23,140,384
"YATES","ELEMENTARY","MALE",14,14,31,42,1,3,27,1,621,317,359,0,23,140,384
"YATES","MIDDLE/HIGH","FEMALE",7,7,14,29,1,3,27,1,621,317,359,0,23,140,384
"YATES","MIDDLE/HIGH","MALE",8,8,22,25,1,3,27,1,621,317,359,0,23,140,384
